-28.95768816,32.56620243,0
-28.95768816,32.56620243,0
-29.11468127,32.48834242,0
-29.11468127,32.48834242,0
-29.27068674,32.40939416,0
-29.27068674,32.40939416,0
-29.5726408,32.25208395,0
-29.5726408,32.25208395,0
-29.7255835,32.17012107,0
-29.7255835,32.17012107,0
-30.41559117,31.78093439,0
-30.41559117,31.78093439,0
-30.96094484,31.45035588,0
-30.96094484,31.45035588,0
-31.4190489,31.15651057,0
-31.4190489,31.15651057,0
-32.10350035,30.68905642,0
-32.10350035,30.68905642,0
-32.78043613,30.19186436,0
-32.78043613,30.19186436,0
-33.22567917,29.84508973,0
-33.22567917,29.84508973,0
-33.9963028,29.20590614,0
-33.9963028,29.20590614,0
-34.53079714,28.73200778,0
-34.53079714,28.73200778,0
-34.9499572,28.34186091,0
-34.9499572,28.34186091,0
-35.6542349,27.64751575,0
-35.6542349,27.64751575,0
-36.13455025,27.14432463,0
-36.13455025,27.14432463,0
-36.51790149,26.72433958,0
-36.51790149,26.72433958,0
-36.84996094,26.34666559,0
-36.84996094,26.34666559,0
-37.21367229,25.91745653,0
-37.21367229,25.91745653,0
-37.39176798,25.70111286,0
-37.39176798,25.70111286,0
-37.50108,25.56624811,0
-37.50108,25.56624811,0
-37.82969684,25.15099303,0
-37.82969684,25.15099303,0
-37.99804141,24.93236857,0
-37.99804141,24.93236857,0
-38.48515461,24.27599312,0
-38.48515461,24.27599312,0
-38.80442588,23.82547522,0
-38.80442588,23.82547522,0
-39.2664525,23.14268515,0
-39.2664525,23.14268515,0
-39.71153771,22.44743047,0
-39.71153771,22.44743047,0
-40.52356455,21.07080846,0
-40.52356455,21.07080846,0
-40.89362815,20.39011159,0
-40.89362815,20.39011159,0
-41.24888678,19.70015947,0
-41.24888678,19.70015947,0
-41.58837885,19.00315035,0
-41.58837885,19.00315035,0
-42.06680995,17.94803422,0
-42.06680995,17.94803422,0
-42.29094611,17.4195106,0
-42.29094611,17.4195106,0
-42.57583516,16.7104131,0
-42.57583516,16.7104131,0
-42.84495333,15.99568295,0
